#pfamid seq_len neff distprob_norm distprob_raw estimated_tmscore probability_tmscore_gt_05
PF15940 92 18 -0.1048 -13.83 0.41983 0.27681
PF15941 90 240 -0.09641 -39.53 0.42427 0.2879
PF15942 121 15 -0.0754 -56.47 0.36005 0.17104
PF15944 84 22 -0.10395 -1.66 0.4102 0.25296
PF15946 80 26 -0.11824 -41.03 0.51414 0.54195
PF15947 128 29 -0.07751 -63.79 0.37644 0.18843
PF15949 169 27 -0.06179 -55.12 0.27331 0.08501
PF15950 189 23 -0.05906 -120.01 0.33583 0.13623
PF15951 156 58 -0.04111 -34.82 0.23589 0.04901
PF15953 153 76 -0.08863 -91.82 0.42693 0.2969
PF15956 142 397 -0.15782 -132.73 0.72079 0.93714
PF15958 105 38 -0.08078 -42.97 0.375 0.1883
PF15959 62 24 -0.12321 -22.67 0.51153 0.52284
PF15960 279 44 -0.04572 -107.81 0.26365 0.05493
PF15969 235 59 -0.07907 -149.43 0.42561 0.29554
PF15972 274 48 -0.06144 -154.96 0.36608 0.14625
PF15973 157 7 -0.0612 -74.72 0.28794 0.10086
PF15975 127 265 -0.10546 -24.36 0.41939 0.27242
PF15980 101 536 -0.09484 -46.28 0.42256 0.27907
PF15982 134 469 -0.13858 -107.26 0.65552 0.87464
PF15983 138 171 -0.12635 -120.79 0.64276 0.85396
PF15989 88 11 -0.07802 -37.37 0.35513 0.1718
PF15990 83 51 -0.07498 -4.72 0.2936 0.11119
PF15992 259 106 -0.0689 -118.23 0.36161 0.14041
PF15993 298 97 -0.0888 -224.41 0.49624 0.5055
PF15994 177 45 -0.0643 -89.05 0.32555 0.1294
PF15995 159 64 -0.07128 -56.17 0.32237 0.13073
PF15998 118 175 -0.10354 -73.82 0.47678 0.44439
PF15999 58 10 -0.1053 -24.74 0.44695 0.35081
PF16006 296 37 -0.05503 -118.87 0.31215 0.08156
PF16008 299 13 -0.05946 -165.88 0.36089 0.13188
PF16012 186 90 -0.07024 -131.98 0.39263 0.20937
PF16013 303 101 -0.06811 -220.94 0.42234 0.28357
PF16015 106 146 -0.04849 -8.34 0.23918 0.05562
PF16018 88 24 -0.05307 -19.74 0.24493 0.06418
PF16021 314 93 -0.08165 -123.29 0.37638 0.16477
PF16025 107 11 -0.04809 -18.66 0.23963 0.05683
PF16026 232 117 -0.09127 -168.39 0.49798 0.5206
PF16027 215 16 -0.06216 -110.95 0.34098 0.13066
PF16029 62 34 -0.10403 -16.75 0.43233 0.31095
PF16030 109 138 -0.10669 -91.54 0.53234 0.60808
PF16032 222 52 -0.06725 -153.93 0.39684 0.21565
PF16037 93 41 -0.05305 -3.4 0.24136 0.05969
PF16041 108 97 -0.06247 -45.79 0.27546 0.09438
PF16054 184 111 -0.07014 -119.37 0.38297 0.19003
PF16057 254 51 -0.06547 -124.19 0.35815 0.13664
PF16059 58 52 -0.09021 -15.61 0.39225 0.2229
PF16061 255 81 -0.0667 -166.42 0.39612 0.21171
PF16062 450 109 -0.06633 -398.72 0.39821 0.20637
PF16064 89 408 -0.13172 -47.55 0.57747 0.70743
PF16065 126 83 -0.15334 -73.45 0.64379 0.84538
PF16066 140 17 -0.05031 -41.1 0.24536 0.06078
PF16067 130 28 -0.09182 -62.34 0.41667 0.26905
PF16069 154 207 -0.11349 -96.92 0.53146 0.61436
PF16070 344 130 -0.0627 -228.5 0.38793 0.18908
PF16075 573 90 -0.04806 -482.94 0.32388 0.0512
PF16076 73 1039 -0.10032 -9.93 0.41698 0.25961
PF16079 79 239 -0.14137 -31.81 0.58816 0.71762
PF16080 56 279 -0.05647 -3.73 0.24998 0.06925
PF16081 133 32 -0.07926 -18.94 0.32979 0.13811
PF16083 78 206 -0.15941 -59.62 0.66063 0.84483
PF16084 147 12 -0.06788 -91.16 0.35223 0.16238
PF16085 113 177 -0.11783 -62.1 0.52902 0.59755
PF16088 103 42 -0.024 -0.17 0.22881 0.04206
PF16089 130 48 -0.0752 -37.68 0.33074 0.14041
PF16091 239 15 -0.06557 -131.0 0.36599 0.15214
PF16094 280 236 -0.075 -256.21 0.48667 0.47045
PF16098 90 8 -0.06471 -33.65 0.27492 0.09602
PF16106 261 62 -0.06538 -176.54 0.39893 0.21917
PF16107 104 232 -0.14085 -86.9 0.64578 0.84928
PF16108 129 87 -0.13154 -90.63 0.62008 0.80767
PF16110 79 66 -0.10375 -22.31 0.43091 0.3067
PF16112 85 181 -0.14396 -61.76 0.63089 0.81317
PF16115 312 185 -0.07104 -272.06 0.45622 0.37833
PF16117 139 176 -0.1123 -94.33 0.53565 0.62284
PF16118 96 197 -0.00605 -0.01 0.22637 0.03741
PF16119 275 309 -0.12749 -297.83 0.74598 0.9463
PF16120 475 687 -0.08221 -387.61 0.41732 0.25122
PF16125 293 466 -0.12058 -297.95 0.71243 0.91352
PF16128 152 107 -0.09106 -98.89 0.4447 0.34921
PF16134 734 279 -0.04477 -734.7 0.3032 0.02693
PF16136 125 70 -0.06446 -6.57 0.255 0.07253
PF16137 85 617 -0.14977 -51.82 0.63196 0.81796
PF16142 187 50 -0.07934 -132.43 0.42238 0.2846
PF16143 193 24 -0.06165 -132.06 0.36401 0.16178
PF16144 133 42 -0.08472 -82.17 0.4132 0.2606
PF16146 102 77 -0.13991 -57.92 0.61171 0.77959
PF16147 310 149 -0.11066 -350.12 0.71602 0.90209
PF16148 360 194 -0.10863 -386.17 0.68124 0.82892
PF16149 270 98 -0.07376 -177.69 0.42547 0.29518
PF16150 181 11 -0.05937 -89.0 0.29556 0.1022
PF16151 112 95 -0.08984 -61.36 0.41676 0.26917
PF16152 98 168 -0.13268 -60.9 0.59798 0.75342
PF16160 244 14 -0.06509 -138.31 0.3699 0.15752
PF16162 187 403 -0.08402 -123.92 0.4352 0.31888
PF16163 128 55 -0.10493 -75.03 0.47563 0.44199
PF16166 177 185 -0.09705 -120.73 0.48747 0.48719
PF16169 174 388 -0.13698 -168.35 0.69978 0.92499
PF16170 91 127 -0.15911 -95.95 0.69082 0.89664
PF16192 222 1108 -0.11239 -191.96 0.62799 0.83595
PF16223 268 47 -0.07862 -246.48 0.50568 0.52632
PF16226 325 32 -0.06963 -206.74 0.40475 0.23554
PF16230 71 6 -0.09292 -27.97 0.4087 0.25455
PF16232 91 11 -0.09762 -49.01 0.43631 0.32319
PF16233 171 132 -0.10422 -151.96 0.58059 0.73949
PF16234 183 618 -0.10832 -172.34 0.62134 0.82394
PF16236 234 18 -0.06877 -161.05 0.40446 0.23483
PF16238 158 292 -0.11304 -129.32 0.59302 0.7662
PF16240 283 97 -0.07072 -208.97 0.43359 0.31753
PF16241 89 211 -0.07987 -18.13 0.34525 0.15564
PF16250 67 166 -0.13818 -36.62 0.59095 0.72018
PF16252 222 40 -0.08132 -159.07 0.45372 0.3828
PF16256 57 300 -0.15928 -28.83 0.64727 0.8014
PF16258 116 594 -0.13901 -127.75 0.68927 0.91339
PF16259 104 221 -0.118 -71.86 0.55251 0.65731
PF16263 311 1072 -0.09208 -293.18 0.5584 0.65428
PF16271 179 102 -0.11975 -113.88 0.57843 0.73565
PF16277 57 405 -0.16524 -41.15 0.67075 0.83918
PF16280 302 44 -0.07629 -218.8 0.44478 0.35165
PF16284 136 15 -0.06809 -59.44 0.30962 0.12402
PF16286 323 314 -0.09534 -287.53 0.55273 0.63639
PF16290 86 114 -0.14179 -70.04 0.6353 0.82294
PF16292 302 5459 -0.07638 -236.41 0.47959 0.44442
PF16298 208 10 -0.06233 -138.25 0.36896 0.16402
PF16301 150 19 -0.0625 -78.82 0.29873 0.11271
PF16302 131 51 -0.11003 -116.19 0.57487 0.7174
PF16303 115 19 -0.10225 -98.67 0.51719 0.56705
PF16305 167 16 -0.06578 -88.34 0.33263 0.13893
PF16306 171 58 -0.08567 -121.22 0.44157 0.34061
PF16307 107 34 -0.09322 -67.21 0.43456 0.31844
PF16310 77 42 -0.1104 -45.82 0.49025 0.47608
PF16312 134 30 -0.01338 -1.26 0.22638 0.0369
PF16316 173 602 -0.11138 -130.53 0.57521 0.73237
PF16327 324 1087 -0.10541 -278.27 0.58436 0.72306
PF16328 312 42 -0.07922 -306.81 0.51734 0.54045
PF16334 88 245 -0.08201 -22.88 0.36547 0.17493
PF16351 171 54 -0.09008 -153.95 0.51287 0.56203
PF16352 110 178 -0.10334 -88.46 0.51021 0.54668
PF16356 93 259 -0.079 -29.86 0.3576 0.16714
PF16357 197 4900 -0.10362 -117.71 0.51821 0.59112
PF16370 148 417 -0.10086 -121.93 0.52238 0.58901
PF16372 164 79 -0.08089 -126.35 0.43324 0.31508
PF16377 152 66 -0.07872 -88.4 0.39413 0.21574
PF16394 321 32 -0.06122 -205.95 0.38024 0.17182
PF16398 288 81 -0.06994 -226.81 0.44049 0.33696
PF16401 258 209 -0.06874 -183.88 0.42266 0.28501
PF16405 175 104 -0.08411 -134.32 0.45385 0.37942
PF16406 88 10 -0.06998 -35.48 0.30019 0.11947
PF16409 186 409 -0.09662 -148.02 0.52272 0.59485
PF16424 176 10 -0.07086 -126.7 0.39215 0.21156
PF16427 108 12 -0.10348 -73.47 0.48214 0.45932
PF16428 160 239 -0.09033 -124.21 0.47613 0.4491
PF16430 187 43 -0.07838 -152.68 0.45267 0.37706
PF16431 166 131 -0.08656 -150.01 0.49529 0.50896
PF16434 367 11 -0.04843 -298.99 0.36832 0.14129
PF16437 150 102 -0.08339 -116.16 0.43807 0.32898
PF16439 227 18 -0.07407 -177.4 0.44724 0.3609
PF16444 192 66 -0.07531 -122.38 0.39639 0.21665
PF16447 179 119 -0.09404 -145.76 0.51087 0.55847
PF16466 134 169 -0.08366 -93.78 0.42179 0.28178
PF16468 57 57 -0.15574 -17.29 0.62922 0.75717
PF16477 294 138 -0.07557 -213.02 0.44434 0.34991
PF16481 218 161 -0.0839 -119.73 0.41027 0.25011
PF16493 85 42 -0.01864 -0.26 0.22809 0.04145
PF16498 67 40 -0.00853 -0.21 0.22676 0.03967
PF16500 135 41 -0.06074 -66.81 0.28099 0.09747
PF16501 98 31 -0.12902 -34.71 0.53724 0.60772
PF16502 621 46 -0.07272 -593.05 0.36196 0.12258
PF16504 124 28 -0.09854 -79.91 0.46012 0.39417
PF16506 51 12 -0.12872 -29.48 0.55317 0.6246
PF16564 71 38 -0.07763 -17.7 0.32576 0.14341
PF16594 53 22 -0.10168 -2.54 0.41476 0.26765
PF16600 59 13 -0.05089 -3.41 0.24081 0.06064
PF16612 146 24 -0.05876 -54.83 0.26559 0.08071
PF16614 109 50 -0.06763 -32.39 0.28182 0.10099
PF16618 195 27 -0.05397 -75.5 0.26576 0.07273
PF16620 161 15 -0.05854 -73.64 0.27786 0.09004
PF16624 95 1 -0.07315 -60.35 0.35612 0.17536
PF16625 65 14 -0.0271 -2.14 0.23007 0.04564
PF16626 92 31 -0.06107 -29.19 0.26196 0.08218
PF16628 186 46 -0.05971 -78.7 0.28733 0.09349
PF16642 97 16 -0.06945 -41.25 0.3031 0.12149
PF16643 163 57 -0.05888 -96.51 0.30363 0.1135
PF16663 60 19 -0.00924 -0.28 0.22687 0.04023
PF16665 114 21 -0.05696 -30.25 0.252 0.07019
PF16765 98 46 -0.08184 -37.08 0.37494 0.18876
PF16769 713 83 -0.05082 -554.81 0.29582 0.01902
PF16788 212 17 -0.05745 -93.24 0.29192 0.09156
PF16821 153 13 -0.07432 -89.03 0.37939 0.19122
PF16825 173 37 -0.06147 -110.95 0.33922 0.14346
PF16869 169 32 -0.063 -71.63 0.29465 0.10392
PF16872 92 397 -0.16002 -61.29 0.65473 0.84795
PF16873 398 71 -0.07127 -281.81 0.39834 0.21238
PF16876 94 202 -0.08415 -42.41 0.39028 0.2108
PF16877 119 95 -0.11039 -101.67 0.55804 0.67577
PF16879 301 326 -0.07245 -169.75 0.39916 0.21663
PF16882 223 39 -0.09005 -199.65 0.54666 0.64878
PF16883 197 23 -0.07246 -128.18 0.39146 0.20592
PF16887 231 47 -0.07362 -132.45 0.39011 0.19862
PF16907 88 12 -0.06953 -21.9 0.28284 0.10309
PF16909 177 479 -0.08524 -102.71 0.4197 0.27076
PF16910 236 536 -0.08139 -176.61 0.469 0.42644
PF16927 225 4058 -0.1451 -269.89 0.78264 0.97836
PF16928 218 34 -0.07901 -95.29 0.37829 0.17613
PF16931 121 161 -0.10217 -51.9 0.43931 0.33047
PF16932 212 128 -0.10984 -167.4 0.59699 0.77866
PF16936 78 13 -0.08755 -20.49 0.38276 0.20267
PF16937 256 27 -0.06719 -183.55 0.4144 0.26224
PF16938 63 63 -0.13837 -13.28 0.55435 0.62016
PF16943 107 15 -0.0705 -31.3 0.29543 0.11305
PF16944 260 84 -0.07892 -195.16 0.46204 0.40616
PF16945 70 178 -0.16493 -39.91 0.66459 0.8299
PF16954 52 53 -0.10859 -8.69 0.44062 0.33195
PF16955 207 1403 -0.12305 -219.16 0.70927 0.92867
PF16962 551 113 -0.05521 -354.56 0.31896 0.04311
PF16964 178 1244 -0.11405 -135.61 0.59005 0.77119
PF16971 167 131 -0.08194 -108.07 0.4159 0.26523
PF16972 506 32 -0.05558 -297.02 0.32335 0.04934
PF16976 113 1872 -0.14004 -109.37 0.67721 0.90428
PF16977 201 127 -0.07265 -137.03 0.40145 0.22711
PF16995 210 827 -0.11754 -180.06 0.63948 0.85585
PF16998 115 788 -0.13054 -110.44 0.6533 0.87018
PF17006 288 15 -0.06596 -181.71 0.39215 0.20159
PF17009 195 17 -0.0724 -105.42 0.37477 0.175
PF17010 215 19 -0.05768 -143.79 0.35704 0.14709
PF17012 146 14 -0.06731 -74.65 0.32286 0.135
PF17016 227 17 -0.06394 -129.09 0.36215 0.14965
PF17018 193 17 -0.06103 -132.02 0.36156 0.15893
PF17020 137 10 -0.06816 -81.39 0.34262 0.15489
PF17021 118 12 -0.07056 -39.65 0.30389 0.11982
PF17022 221 16 -0.05565 -105.39 0.29631 0.09273
PF17023 468 17 -0.04831 -279.26 0.32367 0.05005
PF17024 113 12 -0.08152 -52.25 0.38375 0.20102
PF17028 248 13 -0.05948 -129.55 0.34579 0.12276
PF17029 126 15 -0.06673 -71.27 0.31996 0.13539
PF17036 145 112 -0.10771 -119.56 0.55551 0.67559
PF17037 201 36 -0.05973 -96.52 0.30863 0.10776
PF17038 186 113 -0.08244 -147.81 0.46425 0.41385
PF17039 109 870 -0.11679 -73.0 0.54737 0.65118
PF17043 173 27 -0.06837 -94.22 0.35666 0.15741
PF17044 191 23 -0.07901 -122.47 0.40775 0.2448
PF17049 389 43 -0.06921 -290.29 0.40215 0.22186
PF17051 86 32 -0.02089 -1.38 0.22848 0.04215
PF17053 245 33 -0.06451 -137.28 0.36758 0.15335
PF17056 67 97 -0.03952 -1.58 0.23422 0.05136
PF17065 185 50 -0.0803 -143.73 0.446 0.35591
PF17068 279 45 -0.06625 -172.59 0.38981 0.19556
PF17077 331 17 -0.058 -173.83 0.35241 0.11027
PF17080 144 13 -0.07835 -85.41 0.39277 0.21498
PF17081 206 271 -0.07681 -113.45 0.39066 0.19845
PF17082 272 16 -0.06439 -145.27 0.36652 0.14769
PF17083 149 26 -0.07025 -73.98 0.34314 0.15152
PF17084 465 25 -0.0532 -252.13 0.32499 0.05186
PF17085 134 13 -0.03416 -3.45 0.23071 0.04402
PF17088 388 23 -0.05695 -207.13 0.34266 0.08468
PF17090 64 399 -0.18656 -42.54 0.72933 0.88161
PF17093 138 28 -0.0374 -20.12 0.23282 0.04662
PF17094 119 37 -0.10052 -71.47 0.45837 0.38819
PF17096 103 42 -0.06504 -31.94 0.27325 0.09294
PF17097 378 24 -0.06749 -192.55 0.35967 0.12165
PF17100 222 991 -0.11324 -186.85 0.62461 0.83169
PF17103 57 529 -0.11551 -8.2 0.46468 0.39782
PF17104 278 150 -0.05575 -135.09 0.33845 0.10423
PF17107 121 467 -0.13035 -81.99 0.61059 0.79037
PF17109 121 362 -0.06435 -40.6 0.28148 0.09622
PF17110 183 112 -0.07364 -115.55 0.38981 0.20293
PF17113 284 1729 -0.13229 -325.29 0.7626 0.96036
PF17119 249 73 -0.06728 -174.18 0.40841 0.24472
PF17133 212 97 -0.09109 -206.13 0.57148 0.70819
PF17140 162 2905 -0.12841 -84.75 0.58178 0.76204
PF17141 98 24 -0.08795 -62.44 0.41648 0.27074
PF17148 198 749 -0.07789 -146.11 0.44671 0.35376
PF17150 86 114 -0.09482 -40.11 0.4212 0.28168
PF17151 187 72 -0.07806 -120.05 0.40494 0.23711
PF17157 98 90 -0.15755 -87.44 0.67443 0.87986
PF17158 239 193 -0.10259 -226.73 0.62257 0.81127
PF17159 225 909 -0.14393 -278.21 0.79314 0.98152
PF17162 50 534 -0.1118 -5.93 0.45169 0.36066
PF17163 194 61 -0.08684 -130.61 0.44912 0.36683
PF17166 103 185 -0.13525 -108.47 0.66107 0.87548
PF17178 191 222 -0.1021 -155.5 0.55959 0.69226
PF17184 259 154 -0.07821 -205.14 0.46966 0.4279
PF17187 260 118 -0.07167 -214.71 0.45516 0.38188
PF17196 65 92 -0.13948 -28.73 0.58309 0.69553
PF17197 174 241 -0.10843 -131.31 0.56074 0.69509
PF17198 234 112 -0.09457 -191.22 0.54483 0.64789
PF17208 72 6 -0.04494 -2.2 0.23616 0.05435
PF17230 152 32 -0.07225 -72.97 0.35454 0.16038
PF17233 252 11 -0.0548 -143.92 0.34267 0.11844
PF17234 181 49 -0.07559 -85.65 0.37239 0.17358
PF17235 215 62 -0.07051 -107.39 0.36705 0.1585
PF17239 554 117 -0.05538 -414.84 0.32826 0.0582
PF17240 123 113 -0.14599 -63.5 0.62351 0.80836
PF17241 196 19 -0.07201 -99.74 0.36929 0.1666
PF17242 76 31 -0.20076 -11.44 0.796 0.90124
PF17245 134 15 -0.06983 -71.71 0.34116 0.15288
PF17246 133 25 -0.0745 -63.02 0.36072 0.16933
PF17247 74 160 -0.20155 -52.81 0.78306 0.91844
PF17248 149 293 -0.10852 -91.7 0.50545 0.53865
PF17249 131 87 -0.08924 -100.93 0.45101 0.36728
PF17254 159 69 -0.0556 -49.71 0.25623 0.06957
PF17255 134 966 -0.11413 -72.24 0.51423 0.56482
PF17258 220 108 -0.06381 -97.18 0.33569 0.12292
PF17259 61 144 -0.21233 -33.34 0.83819 0.93731
PF17261 134 44 -0.05883 -58.82 0.26932 0.08572
PF17263 94 181 -0.17362 -83.34 0.70353 0.89785
PF17264 65 101 -0.07346 -3.82 0.28773 0.1068
PF17265 115 27 -0.10269 -56.68 0.44863 0.35845
PF17267 110 139 -0.1493 -83.16 0.65237 0.85889
PF17268 70 17 -0.11716 -31.17 0.4975 0.49138
PF17269 110 126 -0.12574 -79.72 0.59703 0.75746
PF17270 173 173 -0.11197 -158.33 0.61986 0.82037
PF17272 74 127 -0.20501 -42.85 0.79852 0.9203
PF17274 70 85 -0.20223 -39.84 0.79996 0.9178
PF17275 70 22 -0.09375 -15.28 0.39984 0.23447
PF17276 159 41 -0.07186 -101.83 0.38048 0.19201
PF17277 69 94 -0.14733 -33.15 0.61219 0.75318
PF17282 102 75 -0.08282 -45.14 0.3852 0.20343
PF17293 88 2124 -0.1539 -51.56 0.64803 0.85933
PF17298 368 17 -0.05113 -199.3 0.33822 0.0802
PF17301 116 21 -0.09779 -93.49 0.48434 0.46832
PF17303 166 36 -0.06933 -91.59 0.35925 0.16174
PF17304 68 53 -0.11472 -16.86 0.46593 0.4026
PF17305 124 37 -0.06996 -75.7 0.352 0.16549
PF17308 135 11 -0.06134 -55.94 0.27375 0.09049
PF17309 140 19 -0.06023 -67.21 0.27878 0.09469
PF17310 324 45 -0.0565 -206.16 0.36706 0.14137
PF17311 162 21 -0.05754 -101.61 0.30249 0.11296
PF17313 56 144 -0.01921 -0.06 0.22889 0.04335
PF17314 127 42 -0.11577 -84.97 0.54623 0.64638
PF17315 155 49 -0.08636 -90.07 0.41689 0.26939
PF17316 257 24 -0.05287 -115.72 0.29562 0.08198
PF17318 87 217 -0.10256 -14.77 0.41852 0.27211
PF17319 94 314 -0.15877 -58.59 0.64931 0.83949
PF17320 53 33 -0.13681 -2.74 0.53651 0.55993
PF17321 423 24 -0.05797 -272.39 0.3509 0.1004
PF17322 190 23 -0.06509 -84.16 0.32326 0.12347
PF17323 149 16 -0.0861 -102.45 0.43142 0.31049
PF17325 115 20 -0.0675 -48.26 0.29664 0.11442
PF17326 114 58 -0.1087 -72.18 0.50274 0.52323
PF17327 375 39 -0.06953 -233.01 0.3884 0.19069
PF17328 158 47 -0.09363 -86.61 0.43524 0.32147
PF17329 98 84 -0.14331 -64.2 0.62777 0.81044
PF17330 98 40 -0.08688 -32.58 0.38757 0.20704
PF17332 89 127 -0.11857 -29.05 0.48874 0.47167
PF17334 83 32 -0.12442 -50.51 0.55533 0.65218
PF17335 115 19 -0.04657 -23.1 0.23903 0.05555
PF17336 112 64 -0.11846 -79.84 0.56158 0.68029
PF17338 231 176 -0.08165 -153.99 0.44582 0.35776
PF17340 63 10 -0.08405 -15.88 0.36337 0.18379
PF17342 78 74 -0.08926 -24.64 0.39288 0.21917
PF17343 184 19 -0.0789 -111.49 0.40088 0.22812
PF17345 106 74 -0.12295 -75.62 0.58028 0.72019
PF17346 149 78 -0.08106 -107.81 0.42045 0.27928
PF17350 90 234 -0.13665 -57.8 0.60901 0.7738
PF17353 169 192 -0.08676 -89.1 0.41244 0.25479
PF17355 124 52 -0.0492 -13.28 0.23932 0.05531
PF17356 66 122 -0.11072 -16.94 0.4526 0.36574
PF17359 222 13 -0.06571 -129.46 0.36844 0.15943
PF17362 79 84 -0.08923 -31.14 0.39846 0.23015
PF17364 104 18 -0.12016 -49.99 0.52377 0.57768
PF17366 61 16 -0.07688 -17.45 0.32031 0.14014
PF17367 99 18 -0.10459 -35.56 0.43815 0.32719
PF17368 85 30 -0.10004 -18.21 0.41487 0.26548
PF17369 135 103 -0.13179 -105.56 0.63822 0.8443
PF17373 81 24 -0.10486 -28.94 0.44015 0.33229
PF17375 64 27 -0.1332 -35.83 0.57228 0.67683
PF17377 134 19 -0.07067 -61.62 0.3321 0.14365
PF17388 130 55 -0.12826 -105.43 0.63145 0.83085
PF17393 119 16 -0.11021 -81.67 0.52274 0.58258
PF17394 108 36 -0.08944 -18.69 0.38182 0.19437
PF17395 92 112 -0.12895 -38.94 0.54784 0.63428
PF17397 144 13 -0.0602 -63.81 0.2756 0.09099
PF17398 150 11 -0.06662 -71.15 0.31268 0.12548
PF17399 95 175 -0.15235 -52.1 0.63185 0.81189
PF17400 113 23 -0.07888 -69.65 0.39053 0.21462
PF17411 239 31 -0.08174 -165.52 0.45381 0.38344
PF17412 55 21 -0.16672 -14.84 0.6749 0.80605
PF17418 144 117 -0.07533 -95.15 0.3927 0.21433
PF17420 98 29 -0.10581 -49.41 0.46062 0.39264
PF17424 136 25 -0.06897 -89.53 0.36164 0.17386
PF17426 108 27 -0.11648 -64.53 0.53059 0.59985
PF17428 119 326 -0.11206 -60.29 0.49486 0.50058
PF17429 54 59 -0.11944 -21.86 0.4998 0.49068
PF17431 62 10 -0.0666 -6.46 0.2653 0.08732
PF17434 133 67 -0.12016 -109.94 0.6096 0.791
PF17436 66 12 -0.13851 -19.53 0.56287 0.64436
PF17437 165 11 -0.0719 -108.93 0.38422 0.1979
PF17438 91 11 -0.0806 -44.49 0.37821 0.19676
PF17441 54 32 -0.17166 -27.47 0.70169 0.84223
PF17442 65 10 -0.10665 -25.49 0.44911 0.35693
PF17453 96 32 -0.1153 -54.19 0.51518 0.5524
PF17457 184 32 -0.07471 -119.76 0.39506 0.21533
PF17468 61 13 -0.04939 -5.33 0.23974 0.05936
PF17469 78 23 -0.10816 -26.07 0.44833 0.35509
PF17470 57 22 -0.16202 -25.92 0.66188 0.80554
PF17471 73 26 -0.10742 -21.38 0.44269 0.33899
PF17474 52 12 -0.05721 -8.81 0.24976 0.0712
PF17496 70 10 -0.07525 -16.93 0.3093 0.12825
PF17500 96 149 -0.12158 -42.92 0.5234 0.57432
PF17501 101 20 -0.06409 -40.38 0.27637 0.09671
PF17508 103 28 -0.05969 -34.8 0.26003 0.07949
PF17510 107 10 -0.08282 -58.8 0.39509 0.22266
PF17517 326 914 -0.09758 -399.12 0.68146 0.84827
PF17525 106 12 -0.06852 -56.12 0.31534 0.13287
PF17527 167 21 -0.07734 -69.37 0.36895 0.17181
PF17530 220 10 -0.05796 -128.8 0.34111 0.12894
PF17537 103 71 -0.02367 -2.27 0.22887 0.04205
PF17547 157 16 -0.07279 -105.69 0.38753 0.20505
PF17555 279 86 -0.07552 -181.41 0.42884 0.30544
PF17558 121 12 -0.0696 -65.29 0.3332 0.14761
PF17561 149 122 -0.09513 -63.73 0.42073 0.27876
PF17564 73 24 -0.08662 -21.74 0.38198 0.20302
PF17569 81 26 -0.16089 -46.01 0.65335 0.82311
PF17588 53 17 -0.00963 -0.09 0.22698 0.04069
PF17595 68 19 -0.10667 -22.93 0.44451 0.34412
PF17602 96 11 -0.10089 -52.56 0.44845 0.35732
PF17614 188 10 -0.06215 -107.4 0.33683 0.13703
PF17619 96 109 -0.15639 -100.09 0.68931 0.89934
PF17646 106 11 -0.08565 -47.02 0.39381 0.21889
PF17647 117 197 -0.12725 -111.34 0.64355 0.85101
PF17654 101 53 -0.0442 -8.58 0.23617 0.05267
PF17661 255 40 -0.05489 -105.45 0.29458 0.08247
PF17662 293 33 -0.05934 -143.18 0.34961 0.11419
PF17664 168 26 -0.03597 -40.25 0.23321 0.04502
PF17665 139 10 -0.06038 -54.1 0.26947 0.08564
PF17666 152 12 -0.06203 -47.7 0.269 0.08367
PF17670 141 13 -0.061 -62.77 0.27753 0.09339
PF17673 91 15 -0.07029 -28.75 0.29373 0.11277
PF17686 180 11 -0.0383 -41.02 0.23424 0.04545
PF17716 262 25 -0.0758 -177.08 0.43438 0.32275
PF17719 99 14 -0.08966 -8.61 0.37568 0.18643
PF17720 324 41 -0.05763 -205.84 0.36947 0.14699
PF17722 234 31 -0.05746 -122.51 0.33034 0.11454
PF17732 354 14 -0.05393 -196.39 0.34638 0.09567
PF17740 300 22 -0.05925 -170.99 0.36305 0.13593
PF17748 176 100 -0.0758 -101.42 0.3876 0.19908
PF17761 137 1076 -0.12838 -82.03 0.59465 0.7679
PF17792 125 255 -0.13007 -101.84 0.63472 0.83709
PF17823 477 16 -0.05139 -337.62 0.33562 0.07
PF17924 117 284 -0.13828 -84.49 0.6344 0.83271
PF18134 129 311 -0.11295 -122.44 0.60648 0.78741
PF18138 167 68 -0.09927 -156.45 0.56725 0.7066
PF18142 122 138 -0.14878 -49.4 0.61372 0.78587
PF18145 193 524 -0.12985 -225.68 0.74376 0.95586
PF18153 180 299 -0.10354 -124.35 0.51704 0.57851
PF18154 118 154 -0.13571 -100.97 0.648 0.85735
PF18155 164 101 -0.09077 -107.38 0.44831 0.36099
PF18156 145 132 -0.06462 -67.92 0.30085 0.11401
PF18159 292 175 -0.11813 -308.78 0.71944 0.9172
PF18160 203 468 -0.1158 -176.47 0.63565 0.84901
PF18165 140 131 -0.06921 -62.36 0.32517 0.13508
PF18166 122 113 -0.11705 -103.01 0.59201 0.75249
PF18167 202 57 -0.06969 -136.32 0.39081 0.20317
PF18169 178 54 -0.09298 -145.05 0.50573 0.54284
PF18177 90 11 -0.07185 -35.35 0.31114 0.12918
PF18179 276 24 -0.07675 -174.0 0.42734 0.30214
PF18180 170 433 -0.11212 -147.55 0.60726 0.79868
PF18181 123 694 -0.19073 -105.09 0.74133 0.9385
PF18183 192 355 -0.10261 -160.28 0.57095 0.72005
PF18184 154 381 -0.13404 -108.97 0.63897 0.85152
PF18186 165 579 -0.15352 -163.96 0.73717 0.95165
PF18200 86 1 -0.07196 -36.41 0.31343 0.13212
PF18303 153 53 -0.08666 -70.02 0.40127 0.2295
PF18399 66 14 -0.08765 -17.79 0.38322 0.20675
